INDUSTRY,SUBSCRIPTION_FEE,JOB_ACTIVITY_2,JOB_ACTIVITY_3,JOB_ACTIVITY_4,JOB_ACTIVITY_1,JOB_ACTIVITY_5,PAYMENT_TYPE_1,PAYMENT_TYPE_2,PAYMENT_TYPE_3,PAYMENT_TYPE_4,PAYMENT_TYPE_5,COMPANY_SIZE
A,6,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,16,59,68,39,51,8,14814.27,7646.79,0.0,0.0,0.0,A
B,52,26,28,18,35,8,34030.0,16430.0,0.0,150.0,17450.0,B
D,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,30,11,13,8,13,7,2777.4,225.0,0.0,118.8,2433.6,C
B,52,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
A,16,0,6,3,6,3,1815.0,240.0,0.0,0.0,525.0,A
B,46,0,18,15,39,2,6140.44,2990.25,0.0,869.8,2280.39,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,52,21,28,36,34,33,23190.0,1120.0,0.0,0.0,22070.0,B
E,21,3,7,13,16,0,2592.5,100.0,0.0,695.0,1797.5,C
B,83,89,157,202,185,124,127686.76,9148.24,0.0,887.5,117121.22,A
B,46,0,43,47,38,16,17864.82,0.0,0.0,1212.78,15424.36,B
F,48,0,10,29,2,0,12558.0,6090.0,0.0,0.0,6468.0,B
A,46,58,125,80,235,49,12047.89,8507.39,0.0,185.0,3355.5,A
C,52,1,5,5,4,4,6336.6,5350.13,5350.13,176.47,810.0,B
E,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
D,30,0,13,17,18,12,8864.0,465.0,0.0,100.0,8299.0,B
B,41,19,52,54,44,16,63024.17,2522.08,0.0,0.0,44708.01,B
F,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,83,131,154,84,161,51,47978.83,8015.5,0.0,457.0,16309.33,A
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,24,2,5,8,8,0,1516.0,1221.0,0.0,155.0,140.0,C
E,18,10,26,30,30,17,11437.75,1069.22,0.0,0.0,9158.89,B
C,46,1,97,69,108,7,81620.98,0.0,0.0,215.83,75711.15,B
E,23,17,20,21,23,15,3726.5,259.0,0.0,1003.0,1764.5,C
A,46,2,32,33,0,0,4791.0,496.0,0.0,890.0,2050.0,B
C,46,67,64,58,81,52,26806.0,0.0,0.0,0.0,11806.0,B
B,52,158,183,356,181,87,373698.46,0.0,0.0,270.0,181734.28,B
C,83,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,A
F,23,5,8,7,11,7,3125.5,3004.0,0.0,0.0,0.0,B
A,28,20,35,25,41,14,8970.85,945.0,0.0,4075.85,3950.0,B
E,24,0,3,3,2,0,567.0,567.0,0.0,0.0,0.0,B
E,356,57,61,70,34,59,98156.2,7023.6,0.0,3246.0,87180.85,A
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,33,94,861,8,1004,2,6785.0,6785.0,0.0,0.0,0.0,A
D,47,0,43,44,1353,5,14958.6,4618.6,4618.6,0.0,9675.0,C
C,33,15,159,121,164,43,92852.0,9689.0,0.0,510.0,79623.0,B
E,21,0,8,9,7,0,1793.0,0.0,0.0,0.0,1793.0,C
B,26,0,28,20,39,17,40249.64,18911.52,18911.52,0.0,21338.12,A
F,96,14,16,7,23,2,2001.67,0.0,0.0,1007.72,833.59,C
E,15,0,11,17,11,6,118074.37,1000.0,0.0,0.0,117074.37,B
C,46,2,15,6,6,4,18633.0,1468.0,0.0,320.0,4377.0,C
B,79,6,7,0,10,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,13,21,17,0,29880.98,550.0,0.0,0.0,11280.98,B
B,16,0,10,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
D,16,0,1,1,0,0,340.0,0.0,0.0,0.0,340.0,C
E,21,48,53,48,57,6,7441.24,5579.24,0.0,590.0,1272.0,C
B,16,0,18,13,9,4,10237.25,7694.75,0.0,0.0,1157.5,C
E,34,13,23,19,27,8,3581.6,1688.6,0.0,1134.0,759.0,B
B,72,17,34,19,47,16,33223.18,0.0,0.0,2527.5,28194.68,B
B,46,43,108,87,113,86,122045.58,0.0,0.0,0.0,120534.58,B
D,83,30,114,81,119,68,41165.0,0.0,0.0,65.0,23040.0,A
A,16,0,21,1,25,0,120.0,0.0,0.0,0.0,120.0,C
E,30,28,33,29,37,4,14583.45,8400.1,0.0,1184.0,4999.35,B
B,46,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,B
B,53,0,5,7,6,4,5595.96,5249.99,0.0,71.98,273.99,C
E,48,2,20,5,36,2,1320.0,545.0,0.0,475.0,0.0,A
A,46,40,101,83,47,81,11073.03,6778.98,6778.98,0.0,4294.05,B
B,55,0,18,31,0,5,34438.0,1238.0,0.0,1403.0,27697.0,B
F,823,22,128,5,96,5,10320.49,6791.95,0.0,0.0,0.0,A
C,138,154,211,144,193,116,88346.29,65568.79,0.0,3307.5,17995.0,A
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,46,1,15,20,3,8,20547.2,665.31,0.0,0.0,9303.02,B
B,52,6,10,8,7,7,10556.0,320.0,0.0,0.0,1198.0,B
C,52,31,31,25,36,22,11393.03,3505.48,0.0,375.0,7512.55,C
B,60,5,9,8,6,6,7525.0,1092.0,0.0,0.0,6433.0,B
E,26,0,5,5,2,2,100.0,10.0,0.0,80.0,10.0,B
F,23,14,24,23,29,18,32349.11,8831.76,0.0,0.0,23517.35,B
E,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,59,3,7,7,7,4,11061.8,589.5,365.5,0.0,10472.3,B
E,15,18,38,34,36,8,14040.1,4386.53,0.0,1893.05,7760.52,B
C,98,173,204,122,214,28,122114.68,82806.04,0.0,772.0,38536.64,A
F,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,16,16,24,0,36382.79,0.0,0.0,0.0,29410.79,B
B,6,4,3,2,5,2,362.81,0.0,0.0,107.35,0.0,B
A,16,6,16,16,214,7,1765.1,920.1,920.1,80.0,555.0,C
C,46,180,177,140,184,140,46253.9,5702.9,0.0,2505.0,38046.0,B
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,21,7,12,10,9,9,2366.43,1964.0,1964.0,0.0,65.0,C
E,46,52,100,93,99,54,21805.31,7755.02,0.0,2032.88,12017.41,B
D,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,26,87,271,220,458,14,26149.6,0.0,0.0,1761.0,18729.0,B
B,78,0,4,13,0,0,6757.5,1482.5,0.0,4665.0,610.0,C
E,46,0,2,2,10,0,275.0,0.0,0.0,0.0,275.0,C
B,59,70,108,86,82,75,91052.42,2053.06,0.0,2704.55,67911.66,B
E,59,0,4,4,0,2,1127.0,643.0,0.0,0.0,484.0,C
E,75,141,156,161,141,32,46092.5,20840.0,20840.0,5117.0,20135.5,A
C,46,0,29,25,27,7,8664.0,3345.0,0.0,268.0,5051.0,C
C,46,0,55,105,34,22,50361.14,16578.16,0.0,550.0,33232.98,B
B,23,0,3,5,1,3,5215.63,65.0,65.0,0.0,5150.63,B
B,83,0,98,97,0,1,428758.03,0.0,0.0,1500.0,364615.53,A
E,41,68,69,81,67,5,16166.67,5345.07,0.0,400.0,10421.6,B
C,16,0,53,75,54,44,37882.5,0.0,0.0,205.0,30294.0,C
C,52,6,19,9,16,10,6209.0,1300.0,0.0,0.0,0.0,A
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
F,23,0,2,3,3,0,1160.0,0.0,0.0,500.0,660.0,B
B,36,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,75,395,436,299,480,19,143253.5,0.0,0.0,0.0,42327.5,A
B,75,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,A
B,41,92,161,113,182,99,72498.3,31776.0,0.0,0.0,40722.3,B
E,41,1,1,1,16,1,3756.0,0.0,0.0,0.0,0.0,B
B,46,15,21,0,54,0,0.0,0.0,0.0,0.0,0.0,B
C,46,75,74,64,76,58,31451.03,0.0,0.0,200.0,13190.27,B
C,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,48,23,25,21,27,17,62433.19,10202.09,0.0,124.0,22207.1,B
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,66,38,51,37,59,20,16398.88,11650.93,0.0,404.95,4343.0,A
F,83,25,116,135,128,0,118574.89,0.0,0.0,462.74,103278.93,A
E,46,2,4,5,3,2,714.18,284.9,0.0,429.28,0.0,B
B,16,0,28,17,0,0,7645.0,0.0,0.0,1305.0,6340.0,C
F,99,14,23,22,16,15,46477.88,29437.3,29437.3,0.0,17040.58,B
B,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,16,0,95,86,95,1,8735.0,0.0,0.0,8735.0,0.0,C
F,101,83,200,33,181,2,3678.0,3150.58,0.0,237.25,290.17,A
B,52,16,114,46,83,13,23910.61,4273.38,4273.38,95.0,19542.23,B
D,16,0,5,7,0,0,1352.0,190.0,0.0,150.0,1012.0,C
C,46,0,132,159,0,10,110955.43,0.0,0.0,0.0,85573.72,B
A,16,32,3,4,73,0,602.46,602.46,0.0,0.0,0.0,C
E,67,55,117,146,110,100,42697.36,10147.59,10147.59,264.0,32285.77,B
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,30,22,22,21,26,3,8999.5,0.0,0.0,130.0,1952.0,B
C,21,95,107,0,124,0,0.0,0.0,0.0,0.0,0.0,B
E,46,4,5,4,5,3,451.75,0.0,0.0,0.0,451.75,C
D,26,0,100,0,3349,0,0.0,0.0,0.0,0.0,0.0,B
B,46,12,183,0,192,0,0.0,0.0,0.0,0.0,0.0,B
C,23,7,24,20,23,8,23890.5,8820.13,8820.13,1150.0,13284.08,C
B,75,85,177,117,193,66,160908.28,18882.05,0.0,15134.0,126777.23,B
B,17,16,17,12,16,10,9626.45,8799.9,0.0,0.0,826.55,B
B,83,9,58,65,40,55,104281.6,0.0,0.0,325.93,61588.58,A
A,33,0,37,4,44,4,430.0,430.0,430.0,0.0,0.0,B
C,52,22,72,29,88,11,25628.2,8438.2,0.0,1900.0,15290.0,B
E,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,7,96,112,89,114,49,82923.91,39295.25,0.0,2641.25,22737.41,B
B,41,7,25,26,31,12,18319.21,3844.76,0.0,372.23,14102.22,B
E,46,22,37,9,47,9,2600.0,815.0,0.0,385.0,1400.0,B
A,26,0,134,123,29,7,13590.0,0.0,0.0,905.0,12330.0,A
E,43,5,7,2,6,1,3762.34,0.0,0.0,0.0,3524.24,C
E,46,5,11,12,12,2,3717.5,0.0,0.0,169.0,2860.5,C
C,246,0,20,14,0,0,19312.4,0.0,0.0,0.0,19312.4,B
E,41,0,0,1,0,0,380.0,0.0,0.0,0.0,0.0,B
C,66,41,75,66,85,50,41696.6,10177.0,0.0,75.0,25391.1,A
B,46,3,22,20,25,17,13258.75,0.0,0.0,0.0,6766.25,B
E,41,44,90,26,68,8,5190.59,3359.79,0.0,220.0,1610.8,A
A,16,24,24,24,740,2,3586.99,431.99,0.0,955.0,1590.0,C
E,46,0,2,1,6,0,200.0,200.0,0.0,0.0,0.0,B
C,26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,124,0,8,13,0,13,4259.48,355.44,0.0,110.0,3794.04,C
E,46,40,54,58,43,25,19565.26,0.0,0.0,449.74,5671.47,A
E,83,43,157,71,189,12,12446.56,0.0,0.0,1849.9,3292.79,A
E,41,3,53,39,43,38,13438.95,1390.2,0.0,1307.25,7444.5,B
A,23,37,51,51,70,4,8574.25,1269.75,1269.75,400.0,3690.0,B
E,32,41,64,66,57,42,22998.05,1740.72,0.0,218.0,20634.08,B
A,66,84,97,92,92,42,32734.3,10091.29,0.0,577.95,17402.25,A
C,95,55,60,62,71,17,57823.58,25228.91,0.0,282.0,26261.63,A
B,75,162,174,165,251,8,49812.5,282.5,0.0,2800.0,6955.31,B
E,23,2,100,97,92,6,15991.41,160.0,0.0,1348.3,9039.21,B
E,85,43,51,56,47,33,17046.76,4251.53,0.0,1277.37,10494.32,B
B,46,93,115,0,159,0,0.0,0.0,0.0,0.0,0.0,B
E,46,19,26,28,28,12,4818.06,793.32,0.0,624.95,2144.6,A
A,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,50,0,15,15,20,0,5615.0,0.0,0.0,0.0,5615.0,C
A,36,0,23,20,26,16,5509.25,2385.85,0.0,0.0,3123.4,C
B,469,20,59,6,195,1,4908.58,0.0,0.0,337.0,2641.5,B
E,75,84,139,133,150,51,22181.1,9220.0,0.0,2565.0,9796.1,A
B,90,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A
E,66,26,39,43,37,35,6911.0,1584.0,1584.0,473.0,4629.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,4,31,24,32,10,35007.96,16830.48,11006.0,39.0,9108.48,B
C,46,6,24,22,16,16,12288.49,1171.69,1171.69,1200.0,9916.8,A
C,46,64,63,55,73,52,21488.82,8361.1,0.0,707.38,9010.85,B
E,41,0,1,1,2,1,864.0,864.0,0.0,0.0,0.0,B
B,33,4,178,93,190,13,48461.19,18669.62,8669.62,3129.57,25477.0,A
E,46,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,B
A,46,37,100,82,127,77,8445.38,4240.38,0.0,810.0,2330.0,A
C,46,28,54,46,47,43,33598.99,21794.99,0.0,289.0,11515.0,B
B,52,21,65,51,66,40,95524.0,5455.0,0.0,0.0,72856.0,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,41,7,127,142,166,136,14336.25,1035.75,0.0,40.0,13260.5,B
C,46,108,140,112,136,62,40996.92,16134.58,0.0,16736.18,5029.89,B
F,46,0,2,2,0,0,26158.39,596.51,596.51,0.0,0.0,B
F,16,2,8,6,2,0,2226.62,81.75,0.0,816.42,1328.45,C
C,33,1,183,175,4,160,89619.34,57304.72,0.0,444.41,31870.21,A
E,28,12,12,10,10,10,2718.4,1034.4,0.0,260.0,1316.0,C
A,46,11,15,13,15,11,3792.25,3792.25,0.0,0.0,0.0,B
B,33,7,54,0,49,0,0.0,0.0,0.0,0.0,0.0,B
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,46,0,18,20,0,0,28249.0,5649.0,5649.0,475.0,22115.0,C
A,222,0,181,180,446,7,20180.0,810.0,810.0,1970.0,16830.0,A
A,23,29,63,59,71,1,7808.0,1.0,0.0,1230.0,4657.0,C
A,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,303,47,196,191,216,157,76988.29,0.0,0.0,3137.6,18748.95,A
D,220,0,0,0,0,0,200.0,0.0,0.0,0.0,200.0,B
B,90,41,47,17,52,17,26202.34,25384.34,9429.17,0.0,818.0,A
B,86,10,22,18,23,15,22923.89,16311.5,9390.0,200.0,6412.39,B
E,15,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,38,58,39,51,38,17097.0,5956.0,0.0,0.0,10978.0,B
B,15,3,5,3,4,1,19459.36,12479.36,0.0,6980.0,0.0,B
F,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,1,45,43,43,37,36584.0,13995.0,0.0,0.0,22589.0,B
B,46,1,0,0,6,0,0.0,0.0,0.0,0.0,0.0,B
C,59,51,83,60,87,49,99669.96,3051.95,0.0,2864.26,57175.63,A
B,83,0,37,22,24,15,70110.7,766.79,0.0,0.0,69343.91,B
A,52,124,159,0,125,0,0.0,0.0,0.0,0.0,0.0,A
E,41,28,32,33,35,30,7608.7,0.0,0.0,1773.85,1951.97,B
F,46,0,42,40,70,5,32375.58,12377.53,0.0,0.0,17049.28,B
B,75,2,112,0,212,1,0.0,0.0,0.0,0.0,0.0,A
E,16,31,75,74,73,21,19372.05,6596.55,0.0,2671.0,10104.5,C
C,83,87,91,68,100,68,33867.18,877.61,0.0,1260.0,25985.46,B
C,79,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
A,55,14,23,21,21,13,3599.51,2456.19,2456.19,776.2,367.12,C
B,46,61,75,65,75,59,31405.17,14487.17,14487.17,1303.0,15615.0,B
E,46,26,31,18,30,0,2286.87,543.96,0.0,99.99,1642.92,C
D,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,46,6,24,14,10,18,10425.5,5127.8,550.0,0.0,5297.7,B
B,46,39,61,35,68,10,29943.0,0.0,0.0,0.0,5575.0,B
C,46,100,105,89,100,76,57003.0,0.0,0.0,0.0,47287.0,B
B,46,3,4,11,5,11,20100.44,895.0,0.0,85.0,19120.44,C
E,23,0,6,4,0,0,5625.0,0.0,0.0,0.0,5625.0,C
E,142,23,24,25,21,22,10504.71,4068.76,0.0,2889.84,3546.11,B
C,52,23,28,16,45,7,9036.0,5318.0,0.0,0.0,2168.0,B
E,41,0,5,19,0,0,4279.97,2365.9,2365.9,1564.07,350.0,C
A,16,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,A
C,16,4,5,3,5,3,2244.0,265.0,0.0,0.0,1979.0,C
B,40,0,80,86,7,69,105689.15,36179.1,0.0,0.0,63735.05,B
F,60,1,3,3,3,2,916.97,615.71,0.0,0.0,301.26,A
B,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
B,46,0,3,4,0,2,920.2,198.64,0.0,0.0,721.56,B
A,150,680,697,765,1261,159,118968.75,34650.25,34700.25,3650.0,79828.5,A
B,23,0,15,17,1,0,9626.68,108.92,0.0,0.0,9517.76,C
C,46,171,154,136,202,71,40590.6,26678.6,0.0,549.0,13363.0,B
A,73,7,13,5,37,4,39122.5,885.5,0.0,2895.0,370.0,A
C,75,51,62,9,74,6,4166.0,0.0,0.0,373.5,1167.5,A
C,46,75,86,47,125,0,22747.77,0.0,0.0,20.0,12617.96,B
B,83,7,14,5,6,0,1086.25,486.25,0.0,0.0,600.0,B
E,30,1,1,1,3,0,1.5,0.0,0.0,1.5,0.0,C
B,16,1,9,8,1,1,2820.47,740.47,0.0,750.0,1330.0,C
E,52,44,42,42,46,23,11731.33,5168.08,5168.08,300.0,5798.25,B
C,75,170,178,96,181,90,48140.41,27988.36,0.0,673.77,15038.22,A
E,41,8,19,20,18,18,38643.6,873.5,0.0,0.0,37770.1,B
D,46,0,8,117,2,111,10622.72,2068.13,0.0,0.0,8083.59,B
E,147,77,89,67,74,50,21109.18,7400.56,0.0,0.0,13708.62,A
E,48,42,66,59,62,19,40021.91,7938.65,0.0,757.0,28146.26,B
B,16,15,22,21,22,16,18571.44,1793.23,0.0,79.0,14300.21,C
C,46,6,97,94,122,77,52976.6,34327.28,0.0,0.0,12033.18,B
F,91,6,9,8,20,5,1760.52,1376.93,0.0,0.0,383.59,B
B,46,18,27,20,23,11,33447.67,0.0,0.0,0.0,15550.06,B
B,50,20,22,20,26,19,20693.6,4025.0,0.0,0.0,0.0,B
D,209,0,7,14,6,13,910.0,545.0,245.0,0.0,365.0,B
F,83,28,92,22,83,10,16942.24,532.28,0.0,0.0,16409.96,B
E,26,27,25,20,26,6,2883.65,2144.65,2144.65,-189.0,928.0,B
E,6,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,B
C,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,83,0,177,214,221,214,98436.53,22017.06,22017.06,0.0,39089.29,A
E,23,31,48,62,39,56,8610.0,3050.0,0.0,710.0,4850.0,B
C,16,0,4,0,2,0,0.0,0.0,0.0,0.0,0.0,C
B,75,0,3,2,4,0,36812.0,128.0,0.0,0.0,36684.0,B
B,52,95,91,74,121,60,39019.0,6834.0,0.0,1675.0,29835.0,B
C,46,72,78,65,100,17,26325.24,17759.27,11562.29,327.98,8237.99,B
F,16,1,23,24,7,0,22179.0,5076.5,0.0,0.0,17102.5,C
F,158,24,36,41,39,25,49842.65,24073.15,0.0,0.0,25140.45,B
B,54,40,49,50,67,43,45391.0,1128.0,1128.0,6833.0,5660.0,B
F,46,0,25,26,17,2,9669.0,2331.0,0.0,140.0,7198.0,B
B,16,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,C
A,75,75,133,120,119,71,69169.4,20563.4,0.0,0.0,48186.0,A
C,16,2,47,27,46,18,9587.7,2974.99,0.0,150.84,6461.87,C
C,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,83,116,212,166,227,40,206924.47,16567.28,0.0,9271.0,165382.19,A
B,52,17,36,29,33,12,68417.49,24847.5,0.0,8110.0,27579.99,B
B,79,16,23,15,31,14,3715.0,2344.0,0.0,0.0,1371.0,B
F,59,43,57,38,57,25,51102.67,13713.44,0.0,300.0,37089.23,B
C,46,0,19,17,0,0,3083.27,0.0,0.0,672.98,2410.29,B
B,46,0,31,30,4,88,22375.0,3765.0,0.0,205.0,18405.0,C
A,46,0,41,53,42,0,9376.0,0.0,0.0,495.0,8140.0,B
C,46,48,76,33,139,11,10280.0,0.0,0.0,175.0,6810.0,B
A,46,42,117,117,106,25,13065.5,11010.5,0.0,0.0,2055.0,A
E,52,6,37,31,32,4,14776.5,688.15,0.0,0.0,14088.35,A
F,16,0,6,3,0,0,10000.0,10000.0,0.0,0.0,0.0,C
E,16,2,1,2,2,0,370.0,270.0,0.0,100.0,0.0,C
E,30,45,52,49,55,45,12043.5,6302.03,0.0,258.0,5483.47,C
F,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,16,0,13,0,15,0,0.0,0.0,0.0,0.0,0.0,B
F,23,0,1,2,1,1,1796.93,826.43,0.0,0.0,970.5,C
A,46,161,739,782,1744,0,85201.0,16106.0,0.0,0.0,69095.0,A
E,46,11,18,24,27,6,4324.6,2519.65,0.0,872.0,692.95,C
F,83,19,53,0,77,0,0.0,0.0,0.0,0.0,0.0,A
C,52,5,20,19,11,7,10288.0,547.0,0.0,99.0,9642.0,B
A,83,149,230,42,259,34,8041.4,4853.4,0.0,0.0,45.0,A
B,52,60,63,62,65,6,23100.32,4424.02,0.0,0.0,2797.0,B
C,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
E,46,0,8,10,1,0,1441.0,1051.0,320.0,180.0,210.0,C
A,46,63,65,49,378,45,8273.28,7148.49,0.0,0.0,867.99,A
A,46,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,B
B,41,47,88,32,90,14,9210.13,4985.39,0.0,0.0,2417.5,B
B,66,0,199,55,198,0,108153.92,0.0,0.0,0.0,47400.77,A
B,41,5,2,0,21,0,0.0,0.0,0.0,0.0,0.0,B
E,28,0,5,10,4,9,3950.0,0.0,0.0,100.0,3290.0,C
B,46,21,19,17,27,10,3335.15,933.0,0.0,0.0,2402.15,C
A,180,2,67,55,90,0,6675.0,0.0,0.0,0.0,6675.0,C
E,6,4,7,5,15,1,970.69,0.0,0.0,204.65,659.18,C
B,46,2,20,25,21,23,29369.6,7401.4,7401.4,500.0,21468.2,B
F,23,15,25,21,16,9,10861.5,3583.5,3583.5,0.0,6828.0,B
A,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
C,46,0,18,21,1,2,22014.92,9042.42,0.0,0.0,12972.5,B
E,46,12,27,28,31,22,8502.77,4393.45,4393.45,780.11,3329.21,B
E,32,8,12,7,24,5,1874.11,1874.11,1874.11,0.0,0.0,B
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
C,83,3,3,3,3,3,699.0,0.0,0.0,0.0,699.0,A
F,46,2,13,2,11,0,9753.0,0.0,0.0,0.0,9753.0,B
B,23,0,37,26,0,19,60245.0,7975.0,0.0,350.0,51920.0,C
F,52,19,60,45,61,43,86979.22,23214.17,23214.17,300.0,62893.35,B
A,83,0,73,119,71,1,19041.51,9288.71,9288.71,420.0,9131.33,A
C,46,32,54,41,58,9,23770.69,16596.69,16596.69,5975.0,1199.0,B
E,26,0,10,9,22,4,1402.5,522.5,0.0,0.0,160.0,B
E,54,39,90,42,98,25,8717.68,7057.68,7257.68,900.0,760.0,B
B,46,1,5,1,2,0,1250.0,0.0,0.0,0.0,0.0,B
E,10,0,2,1,0,0,298.77,0.0,0.0,0.0,298.77,C
E,27,0,5,0,4,0,0.0,0.0,0.0,0.0,0.0,B
B,66,14,19,12,21,11,23646.5,19.0,0.0,154.0,16650.0,B
B,8,8,32,11,39,9,5439.55,4964.7,0.0,229.95,244.9,B
A,46,26,49,57,26,57,10151.56,9261.56,0.0,0.0,0.0,A
E,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
F,90,11,117,60,145,41,99909.73,42644.37,36424.87,119.0,56524.36,A
B,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,46,0,10,8,3,1,4612.26,2151.25,0.0,0.0,2461.01,B
B,46,0,25,36,1,34,25943.91,0.0,0.0,1189.48,22725.11,B
B,79,149,185,0,202,0,0.0,0.0,0.0,0.0,0.0,A
B,46,66,79,36,86,31,56846.77,20483.85,0.0,0.0,21665.0,B
B,597,36,36,28,33,19,22939.5,2642.0,0.0,0.0,20297.5,A
C,46,104,113,66,118,34,62918.39,16125.0,0.0,1088.0,28025.53,A
D,83,34,33,19,4,17,1667.5,1377.5,0.0,80.0,210.0,A
B,52,42,41,31,51,2,11629.96,10806.66,10806.66,100.0,723.3,B
C,356,0,64,57,72,54,40190.43,5054.4,0.0,0.0,35136.03,B
B,46,0,2,4,3,4,19265.0,0.0,0.0,0.0,19265.0,B
E,46,6,42,21,32,4,5422.74,2337.55,0.0,0.0,3085.19,B
C,46,0,107,83,121,81,48059.5,24737.0,0.0,0.0,20144.5,B
B,15,0,10,11,0,1,34797.58,500.0,0.0,0.0,19588.58,C
B,23,8,8,3,17,2,10231.0,1.0,0.0,0.0,5030.0,C
F,6,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,B
E,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,C
A,16,0,22,1,44,0,120.0,0.0,0.0,0.0,120.0,C
B,52,45,60,39,63,28,20739.0,14496.0,14496.0,475.0,5768.0,B
B,59,17,102,69,116,69,70126.0,0.0,0.0,0.0,70126.0,A
C,46,7,10,3,15,0,6905.45,0.0,0.0,0.0,6905.45,B
C,52,92,100,67,96,44,82050.31,7667.66,0.0,45.0,74337.65,B
C,46,41,114,103,123,86,50781.0,22853.0,23239.0,2495.0,24081.0,B
C,46,10,65,5,66,1,5732.0,3132.0,0.0,0.0,2600.0,B
B,48,14,26,0,31,0,0.0,0.0,0.0,0.0,0.0,A
E,2,11,10,9,15,6,1239.72,606.57,0.0,331.82,188.78,B
C,23,33,51,41,61,36,25768.5,15884.0,0.0,1913.0,7971.5,C
F,246,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,B
B,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,B
E,15,19,40,39,46,17,11859.95,4846.38,0.0,1276.55,5737.02,C
F,16,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,C
B,46,41,55,33,65,13,59790.84,4841.51,0.0,324.75,54582.48,B
C,30,7,50,35,44,51,28762.88,0.0,0.0,3136.72,9523.46,C
C,16,0,10,8,10,8,8984.2,0.0,0.0,0.0,8984.2,C
B,46,0,7,8,6,6,4140.25,0.0,0.0,0.0,4140.25,B
F,16,0,4,28,0,0,33751.05,0.0,0.0,5850.13,26700.92,C
C,52,10,172,168,199,1,75229.37,0.0,0.0,1204.93,40847.79,B
B,41,0,21,10,0,8,7005.0,4805.0,3215.0,0.0,200.0,C
